R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout,R_rating,B_rating
Dhiego Lima,Jesse Taylor,150,-170,150,58.82352941,7/7/2017,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Welterweight,MALE,4,1,0,0,4,0.3,0,1,0.33,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,2,0,0,22,0.4175,1,1.5,0.1875,1,3,6,1,0,0,1,0,0,0,1,Orthodox,187.96,187.96,170,28,34,1,0,-1,-1,2,-5,-1,0,0,-5.08,-2.54,-6,-18,-1,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,0:43,343,,,,,,,,,,,,,,,,,,,,,,,,,1116.244669368544,1193.8756513439428
Jared Cannonier,Nick Roehrick,-350,290,28.57142857,290,7/7/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,205,1,0,0,29.25,0.59,0,0,0,2,2,8,0,0,0,1,1,0,0,2,Switch,180.34,195.58,185,33,30,1,0,-2,-2,2,-8,0,-1,0,7.62,-5.08,3,-29.25,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3,2:08,728,,,,,,,,,,,,,,,,,,,,,,,,,1253.0677154638815,1170.9399345924403
Brad Tavares,Elias Theodorou,-115,-105,86.95652174,95.23809524,7/7/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,2,0,43,0.385,0,1.666666667,0.373333333,3,1,16,1,0,0,3,2,0,0,5,Orthodox,185.42,190.5,185,0,1,0,39.15384615,0.416923077,0,1.076923077,0.233846154,5,4,34,0,0,2,6,1,0,0,9,Orthodox,185.42,187.96,185,29,29,0,1,-2,-4,3,-18,1,1,0,0,2.54,0,3.84615385,0,0.58974359,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1332.6964008795678,1280.5859115192702
Jordan Johnson,Marcel Fortuna,-190,165,52.63157895,165,7/7/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,15,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,205,0,1,0,39,0.58,2,4,0.8,1,0,3,0,0,0,1,0,0,0,1,Orthodox,187.96,200.66,205,28,31,0,0,0,0,0,-2,0,1,0,-2.54,-12.7,-3,-24,-2,-4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1266.2929364825432,1198.3762104483603
Angela Hill,Ashley Yoder,-340,280,29.41176471,280,7/7/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,44,0.37,0,1,0.5,0,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,175.26,115,3,0,0,58.75,0.505,0,0,0,1,3,10,0,0,0,1,0,0,0,1,Orthodox,160.02,162.56,115,32,29,2,0,-1,-1,2,-7,0,0,0,10.16,12.7,3,-14.75,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1180.850695502732,1136.2366448192897
James Krause,Tom Gallicchio,-550,425,18.18181818,425,7/7/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,170,0,2,0,48.85714286,0.452857143,0.571428571,0.571428571,0.234285714,2,3,15,0,0,0,1,1,2,0,4,Orthodox,187.96,185.42,170,31,30,0,-2,-2,-4,3,-15,0,-1,-2,-10.16,0,1,-48.85714286,-0.571428571,-0.571428571,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1273.7285406076148,1173.7691818839314
Ed Herman,CB Dollaway,125,-145,125,68.96551724,7/7/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,3,0,0,21.47058824,0.434705882,0.529411765,1.823529412,0.411764706,3,8,33,1,0,1,4,2,2,0,9,Orthodox,187.96,193.04,185,1,0,0,27.15789474,0.497368421,0.684210526,1.631578947,0.466842105,3,9,41,1,0,1,2,3,4,0,10,Orthodox,185.42,195.58,205,36,33,-2,0,0,-1,1,-8,0,-1,-2,2.54,-2.54,3,-5.6873065,-0.154798761,0.191950465,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1226.4889115832584,1261.1666153224674
Tecia Torres,Juliana Lima,-470,375,21.27659574,375,7/7/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,32.4,0.478,0,1.8,0.396,2,2,15,0,0,0,3,0,0,0,3,Orthodox,165.1,165.1,115,0,1,0,69.4,0.474,0,0.8,0.332,3,1,15,0,0,0,4,0,0,0,4,Orthodox,154.94,152.4,115,27,35,0,0,-1,-1,-1,0,0,0,0,10.16,12.7,-8,-37,0,1,0,1,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2,0:53,353,,,,,,,,,,,,,,,,,,,,,,,,,1303.6100401466997,1205.1628757308572
Gray Maynard,Teruto Ishihara,285,-345,285,28.98550725,7/7/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,44,0.49,0,0,0,2,2,9,0,0,0,0,2,0,0,2,Southpaw,170.18,175.26,135,1,0,0,25.77777778,0.363333333,0.555555556,2.166666667,0.419444444,8,8,51,2,0,3,6,1,0,0,10,Orthodox,175.26,177.8,155,38,25,0,0,-6,-8,6,-42,-2,1,0,-5.08,-2.54,13,18.22222222,-0.555555556,-2.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1262.9978491659658,1183.3327417714736
Michael Chiesa,Kevin Lee,125,-145,125,68.96551724,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Blue,FALSE,Lightweight,MALE,5,0,4,0,36.6,0.419,1,2.4,0.383,4,2,22,0,0,1,3,1,3,0,8,Orthodox,175.26,195.58,170,0,3,0,19.66666667,0.377777778,0.888888889,1.666666667,0.447777778,3,2,19,1,0,0,2,0,5,0,7,Southpaw,185.42,190.5,170,29,24,0,1,1,1,0,3,-1,1,-2,-10.16,5.08,5,16.93333333,0.111111111,0.733333333,0,1,11,6,,,,,,,,,6,,,,,,,,,,,,,11,,,,,Red,SUB,Rear Naked Choke,1,4:37,277,0,0,4,22,9,30,0.44,0.73,9,37,14,45,0,1,0,1,0,1,0,1,0,1,0,0,1327.2939289736344,1409.6726203871003
Tim Boetsch,Johny Hendricks,125,-145,125,68.96551724,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Red,FALSE,Middleweight,MALE,3,0,1,0,44.63157895,0.523157895,0.315789474,3.210526316,0.325789474,6,6,52,3,1,2,5,5,0,0,13,Southpaw,175.26,175.26,185,1,0,0,26,0.513809524,0.523809524,1,0.187619048,4,10,45,0,0,2,3,6,0,0,11,Orthodox,182.88,187.96,185,36,33,1,1,2,2,4,7,3,-1,0,-7.62,-12.7,3,18.63157895,-0.20802005,2.210526316,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,0:46,346,0,0,41,10,68,45,0.6,0.22,42,10,69,45,0,0,0,0,0,0,0,0,0,0,0,0,1308.8152799700554,1307.2743097154237
Felice Herrig,Justine Kish,140,-160,140,62.5,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,2,0,61.5,0.5,0.5,2,0.65,2,0,6,0,0,0,2,0,0,0,2,Orthodox,165.1,162.56,125,0,2,0,27.25,0.4575,1.25,1,0.625,2,1,9,0,0,0,1,0,2,0,3,Orthodox,162.56,165.1,115,32,29,0,0,0,-1,1,-3,0,0,-2,2.54,-2.54,3,34.25,-0.75,1,0,1,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,0,0,47,40,93,72,0.5,0.55,131,50,182,84,2,0,5,2,0.4,0,1,0,15,2,0,1,1292.4043634664977,1224.8219229705767
Tim Means,Alex Garcia,-310,255,32.25806452,255,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,22.66666667,0.37,0,3.333333333,0.51,2,2,14,0,0,1,1,2,0,0,4,Orthodox,175.26,182.88,170,2,0,0,40.64285714,0.513571429,0.142857143,0.571428571,0.25,4,6,31,0,0,1,2,4,1,0,8,Orthodox,187.96,190.5,170,33,29,2,1,-2,-4,4,-17,0,-2,-1,-12.7,-7.62,4,-17.97619047,-0.142857143,2.761904762,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,64,32,174,151,0.36,0.21,76,32,186,151,0,0,0,5,0,0,0,0,0,0,0,0,1310.3503565502178,1241.1523429084984
BJ Penn,Dennis Siver,115,-135,115,74.07407407,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Blue,FALSE,Featherweight,MALE,3,2,0,0,38.3,0.3385,0.25,0.65,0.2825,4,9,47,0,0,0,6,3,2,0,11,Orthodox,167.64,177.8,145,5,0,0,36.45833333,0.535,0.5,1.083333333,0.3425,3,12,70,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,38,38,3,0,1,-1,3,-23,-11,-4,-2,-7.62,0,0,1.84166667,-0.25,-0.433333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3,5:00,900,1,0,57,103,107,280,0.53,0.36,65,120,116,300,0,0,0,1,0,0,0,0,1,0,0,0,1229.7708846536148,1285.6135676224865
Clay Guida,Erik Koch,290,-350,290,28.57142857,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,18.42857143,0.378571429,0.857142857,0.285714286,0.071428571,2,3,13,0,0,0,1,2,1,0,4,Southpaw,177.8,180.34,155,2,0,0,28.73913043,0.343913043,0.608695652,2.652173913,0.376521739,4,11,62,0,0,3,4,1,4,0,12,Orthodox,170.18,177.8,155,35,28,2,1,-2,-8,8,-49,0,1,-3,7.62,2.54,7,-10.310559,0.248447205,-2.366459627,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,38,13,87,39,0.43,0.33,133,17,207,44,2,0,8,0,0.25,0,0,0,4,0,0,0,1271.6945500682928,1200.4862466191394
Vitor Miranda,Marvin Vettori,315,-380,315,26.31578947,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,19.5,0.56,1,1,1,1,1,4,0,0,0,0,0,1,0,1,Southpaw,182.88,187.96,185,1,0,0,33,0.558,0,0.4,0.3,3,2,11,1,0,0,0,3,0,0,3,Orthodox,185.42,195.58,185,38,23,0,0,-2,-2,1,-7,-1,-3,1,-2.54,-7.62,15,-13.5,1,0.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,51,69,161,161,0.31,0.42,74,81,186,176,0,3,1,7,0,0.42,0,0,0,3,0,0,1197.8812271082895,1232.1638066191397
Devin Powell,Darrell Horcher,360,-450,360,22.22222222,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,6,0.22,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,1,0,0,22,0.27,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,29,29,0,0,0,0,0,-1,0,0,0,-5.08,-7.62,0,-16,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,0,0,43,37,79,76,0.54,0.48,97,56,137,98,0,0,3,0,0,0,2,2,1,3,1,1,1138.3893317146214,1217.1033264353448
Jared Gordon,Michel Quinones,-135,115,74.07407407,115,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Red,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,28,32,0,0,0,0,0,0,0,0,0,2.54,12.7,-4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:24,564,0,0,67,16,121,78,0.55,0.2,115,16,182,79,4,0,6,0,0.66,0,0,0,5,0,0,0,1232.0,1168.0
Anthony Rocco Martin,Johnny Case,-125,105,80,105,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,44.2,0.374,0,1.8,0.306,4,1,14,0,0,0,2,1,1,0,4,Orthodox,177.8,182.88,155,0,2,0,24.5,0.38,0.833333333,1.166666667,0.33,2,3,14,0,0,0,1,0,2,0,3,Orthodox,182.88,185.42,170,27,27,-1,-2,2,1,2,0,0,1,-1,-5.08,-2.54,0,19.7,-0.833333333,0.633333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,82,92,226,254,0.36,0.36,83,92,227,254,1,0,2,1,0.5,0,1,0,0,0,0,0,1261.9220612849124,1233.192258390276
Josh Stansbury,Jeremy Kimball,-160,140,62.5,140,6/25/2017,"Oklahoma City, Oklahoma, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,1,0,0,5,0.29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Switch,182.88,182.88,205,1,0,0,48.5,0.555,1,0,0,1,1,6,0,1,0,0,0,0,0,1,Orthodox,187.96,187.96,205,32,26,0,0,-1,-1,0,-5,0,0,0,-5.08,-5.08,6,-43.5,-1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:21,81,0,1,4,17,12,25,0.33,0.68,5,21,13,29,0,0,1,0,0,0,0,0,0,0,0,0,1157.1878696395934,1204.4828697963585
Holly Holm,Bethe Correia,-570,435,17.54385965,435,6/17/2017,"Kallang, Singapore", Singapore,Red,FALSE,Women's Bantamweight,FEMALE,5,1,0,0,55.85714286,0.497142857,0,0.428571429,0.107142857,3,3,18,1,0,2,1,1,0,0,4,Orthodox,165.1,162.56,135,3,0,0,56.16666667,0.391666667,0,0.333333333,0.333333333,3,3,23,3,0,1,1,1,0,0,3,Southpaw,172.72,175.26,145,35,33,2,0,0,1,0,-5,-2,0,0,-7.62,-12.7,2,-0.30952381,0,0.095238096,0,1,11,5,,,,5,,,,,,,,,,,,,11,,,,,,,,,,Red,KO/TKO,Kick,3,1:09,669,1,0,25,15,53,65,0.47,0.23,25,21,54,71,0,0,0,0,0,0,0,0,0,0,0,0,1243.8047288099717,1206.5638714934237
Andrei Arlovski,Marcin Tybura,190,-230,190,43.47826087,6/17/2017,"Kallang, Singapore", Singapore,Blue,FALSE,Heavyweight,MALE,3,0,2,0,37.66666667,0.486666667,0,0.666666667,0.276666667,2,1,8,0,0,0,0,2,0,0,2,Orthodox,190.5,198.12,249,4,0,0,21.36363636,0.457272727,0.227272727,0.136363636,0.113636364,7,8,41,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,240,38,31,4,2,-5,-12,7,-33,-5,-7,-2,0,2.54,7,16.30303031,-0.227272727,0.530303031,0,1,13,8,,,,,8,,,,,,,,,,,,,13,,,,,,,,,Red,U-DEC,,3,5:00,900,0,0,28,51,56,92,0.5,0.55,41,127,74,188,0,2,2,3,0,0.66,0,0,0,6,0,0,1248.5827195397787,1275.4086536309137
Dong Hyun Kim,Colby Covington,200,-240,200,41.66666667,6/17/2017,"Kallang, Singapore", Singapore,Blue,FALSE,Welterweight,MALE,3,0,3,0,26.14285714,0.592857143,0.285714286,4.714285714,0.574285714,3,1,17,0,0,0,2,2,2,0,6,Orthodox,180.34,182.88,170,0,3,0,23.82352941,0.523529412,0.470588235,2.176470588,0.445882353,4,4,42,0,0,2,6,4,1,0,13,Southpaw,187.96,193.04,170,35,29,0,0,-1,-7,3,-25,0,-2,1,-7.62,-10.16,6,2.31932773,-0.184873949,2.537815126,0,1,,7,,,,,,,,7,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,0,0,19,47,54,105,0.35,0.44,64,92,102,154,2,8,4,15,0.5,0.53,0,0,0,1,0,0,1353.7486409063758,1378.0767577695074
Tarec Saffiedine,Rafael Dos Anjos,170,-200,170,50,6/17/2017,"Kallang, Singapore", Singapore,Blue,FALSE,Welterweight,MALE,3,2,0,0,38.71428571,0.418571429,0.571428571,1.857142857,0.32047619,5,7,55,3,0,0,8,4,2,0,14,Southpaw,172.72,177.8,170,2,0,0,60,0.448,0.2,0.6,0.132,1,3,17,0,0,0,2,0,0,0,2,Switch,177.8,177.8,170,30,32,0,0,4,12,-4,38,3,4,2,-5.08,0,-2,-21.28571429,0.371428571,1.257142857,0,1,,11,,,,,,,,11,,,,,,,,,,,,,,5,,,,,Red,U-DEC,,3,5:00,900,0,0,60,81,139,158,0.43,0.51,71,91,151,169,1,1,1,5,1,0.2,0,1,1,0,0,0,1209.6106444027141,1419.1744144247778
Takanori Gomi,Jon Tuck,325,-360,325,27.77777778,6/17/2017,"Kallang, Singapore", Singapore,Blue,FALSE,Lightweight,MALE,3,2,0,0,40.57142857,0.408571429,0.714285714,0.428571429,0.085714286,1,4,19,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,155,3,0,0,33.18181818,0.308181818,0,0.090909091,0.045454545,2,7,21,0,0,1,1,2,0,0,4,Southpaw,170.18,177.8,155,38,32,1,0,-1,-1,3,-2,0,-1,1,10.16,7.62,6,7.38961039,0.714285714,0.337662338,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,1:12,72,0,0,0,7,5,13,0,0.53,0,7,5,13,0,0,0,0,0,0,0,1,0,1,0,0,1147.765998420471,1197.2621841641817
Cyril Asker,Walt Harris,300,-360,300,27.77777778,6/17/2017,"Kallang, Singapore", Singapore,Blue,FALSE,Heavyweight,MALE,3,0,1,0,22.83333333,0.34,0.166666667,0,0,1,4,12,0,0,0,0,2,0,0,2,Southpaw,195.58,195.58,250,0,1,0,16,0.365,0,0.5,0.5,1,1,2,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,247,31,34,0,0,0,1,-3,10,0,1,0,12.7,7.62,-3,6.83333333,0.166666667,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,1,1:44,104,0,1,2,21,14,41,0.14,0.51,2,23,14,43,0,0,0,0,0,0,0,0,0,0,0,0,1161.0076011722638,1202.9240232275656
Alex Caceres,Rolando Dy,-320,260,31.25,260,6/17/2017,"Kallang, Singapore", Singapore,Red,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,2,0,0,46.125,0.461875,0.75,0.5625,0.270625,2,9,43,0,0,2,3,0,2,0,7,Southpaw,177.8,185.42,145,28,26,2,0,-2,-7,9,-43,0,0,-2,-5.08,-10.16,2,-46.125,-0.75,-0.5625,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2,5:00,600,1,0,51,20,93,65,0.54,0.3,56,21,99,66,0,1,0,4,0,0.25,1,0,1,1,0,0,1227.1268035041594,1167.3178859993152
Justin Scoggins,Ulka Sasaki,-525,415,19.04761905,415,6/17/2017,"Kallang, Singapore", Singapore,Blue,FALSE,Flyweight,MALE,3,1,0,0,14,0.41,0.6,1.2,0.212,1,3,10,0,0,0,0,0,2,0,2,Southpaw,177.8,180.34,125,1,0,0,41.42857143,0.581428571,0.428571429,3.142857143,0.72,2,3,17,0,0,0,3,1,0,0,4,Southpaw,170.18,167.64,125,25,27,0,0,-1,-2,0,-7,0,-1,2,7.62,12.7,-2,-27.42857143,0.171428571,-1.942857143,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.4756942588986,1216.489624309971
Kwan Ho Kwak,Russell Doane,-120,100,83.33333333,100,6/17/2017,"Kallang, Singapore", Singapore,Blue,FALSE,Bantamweight,MALE,3,4,0,0,19.66666667,0.416666667,0.666666667,1.666666667,0.221666667,2,4,13,0,0,1,0,0,1,0,2,Orthodox,170.18,177.8,135,1,0,0,53,0.41,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Switch,165.1,177.8,135,27,30,-3,0,2,2,-3,10,0,0,1,5.08,0,-3,-33.33333333,0.666666667,1.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:09,249,0,1,10,17,24,46,0.41,0.36,10,17,24,46,1,0,1,0,1,0,0,0,0,0,0,0,1133.0932800485675,1179.1718136538943
Naoki Inoue,Carls John De Tomas,-275,235,36.36363636,235,6/17/2017,"Kallang, Singapore", Singapore,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,180.34,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,125,20,20,0,0,0,0,0,0,0,0,0,-10.16,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,62,30,116,74,0.53,0.4,151,53,228,102,0,2,2,4,0,0.5,5,0,5,1,1,1,1232.0,1168.0
Ji Yeon Kim,Lucie Pudilova,100,-120,100,83.33333333,6/17/2017,"Kallang, Singapore", Singapore,Blue,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,99,0.48,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,125,27,23,-1,0,0,0,-1,3,0,0,0,2.54,-12.7,4,99,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,60,53,162,169,0.37,0.31,65,69,168,193,0,0,1,0,0,0,0,2,0,1,0,0,1163.6748972685143,1200.8888525949374
Derrick Lewis,Mark Hunt,-150,130,66.66666667,130,6/10/2017,"Auckland, New Zealand", New Zealand,Blue,FALSE,Heavyweight,MALE,5,2,0,0,27.21428571,0.426428571,0.071428571,0.5,0.242857143,4,7,35,1,0,0,1,6,0,0,7,Orthodox,177.8,182.88,265,0,6,0,25,0.576363636,0,0.363636364,0.257272727,6,2,21,0,0,1,0,8,0,0,9,Orthodox,190.5,200.66,260,32,43,-2,-6,-2,-2,-5,14,1,-2,0,-12.7,-17.78,-11,2.21428571,0.071428571,0.136363636,0,1,7,6,,,,,6,,,,,,,,,,,,,7,,,,,,,,,Red,KO/TKO,Punches,4,3:51,1131,0,0,51,59,139,125,0.36,0.47,52,59,140,125,0,0,3,0,0,0,0,0,0,0,0,0,1333.4724459145634,1333.0681759796971
Derek Brunson,Daniel Kelly,-250,210,40,210,6/10/2017,"Auckland, New Zealand", New Zealand,Red,FALSE,Middleweight,MALE,3,0,4,0,43,0.398571429,0.142857143,1.428571429,0.268571429,4,1,17,0,0,1,3,1,1,0,6,Southpaw,182.88,177.8,185,2,0,0,23,0.482,0.3,1.3,0.143,5,3,18,0,0,0,2,4,1,0,7,Southpaw,185.42,195.58,185,33,39,2,4,-1,-1,2,-1,0,-3,0,-2.54,-17.78,-6,20,-0.157142857,0.128571429,0,1,15,8,,,,,,,8,,,,,,,,,,,,,15,,,,,,,Red,KO/TKO,Punch,1,1:16,76,1,0,8,1,17,4,0.47,0.25,8,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,1344.6960821516745,1311.171343276737
Dan Hooker,Ross Pearson,-145,125,68.96551724,125,6/10/2017,"Auckland, New Zealand", New Zealand,Red,FALSE,Lightweight,MALE,3,3,0,0,42.13636364,0.420909091,0,0.681818182,0.363636364,3,11,57,1,0,2,4,4,0,1,11,Orthodox,172.72,175.26,155,1,0,0,33.83333333,0.445,0.166666667,0.166666667,0.055,1,3,13,0,0,0,0,2,1,0,3,Switch,182.88,190.5,155,27,32,-2,0,2,8,-8,44,1,3,-1,-10.16,-15.24,-5,8.30303031,-0.166666667,0.515151515,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,2,3:02,482,1,0,69,38,141,88,0.48,0.43,74,38,146,88,0,0,1,0,0,0,0,0,0,0,0,0,1223.7614956016773,1157.2522975952184
